id1;category1;colour1;photo1;price1;id2;category2;colour2;photo2;price2;w
P12;4;4;1;33;C48;3;6;1;28;53
C9;3;6;1;48;C38;3;13;1;38;47
C9;3;6;1;48;C48;3;6;1;28;69
C3;3;6;2;23;C38;3;13;1;38;56
C3;3;6;2;23;C48;3;6;1;28;61
C38;3;13;1;38;C48;3;6;1;28;107
C16;3;13;1;28;C6;3;6;1;33;105
A28;1;1;2;43;A42;1;6;1;28;77
A28;1;1;2;43;C26;3;14;1;28;40
A42;1;6;1;28;A4;1;3;2;38;225
A42;1;6;1;28;C26;3;14;1;28;61
A4;1;3;2;38;C26;3;14;1;28;133
B3;2;12;1;52;B31;2;9;1;57;154
B3;2;12;1;52;C6;3;6;1;33;115
B24;2;11;1;57;C6;3;6;1;33;75
B31;2;9;1;57;C6;3;6;1;33;51
B32;2;6;1;38;C6;3;6;1;33;73
C1;3;4;2;28;C10;3;9;2;28;213
C5;3;11;1;48;C10;3;9;2;28;212
C8;3;2;2;48;C10;3;9;2;28;99
C12;3;14;1;43;C44;3;14;1;55;117
C12;3;14;1;43;C45;3;11;1;55;79
C12;3;14;1;43;C21;3;14;1;57;152
C12;3;14;1;43;C33;3;14;1;48;133
C12;3;14;1;43;C54;3;14;1;57;120
C12;3;14;1;43;C59;3;5;2;52;66
C12;3;14;1;43;C47;3;13;2;18;57
C12;3;14;1;43;C38;3;13;1;38;88
C12;3;14;1;43;C1;3;4;2;28;207
C12;3;14;1;43;C4;3;4;1;48;140
C12;3;14;1;43;C26;3;14;1;28;114
C12;3;14;1;43;C20;3;13;2;48;63
C12;3;14;1;43;C27;3;11;1;48;69
C12;3;14;1;43;C50;3;9;2;20;74
C12;3;14;1;43;C28;3;2;2;48;85
C12;3;14;1;43;C43;3;6;2;28;52
C12;3;14;1;43;P23;4;6;2;28;44
C12;3;14;1;43;P19;4;2;1;48;59
C12;3;14;1;43;P39;4;14;1;43;81
C12;3;14;1;43;P42;4;6;2;28;38
C12;3;14;1;43;P44;4;11;2;28;42
C12;3;14;1;43;P49;4;14;1;33;90
C12;3;14;1;43;P60;4;14;1;28;83
C12;3;14;1;43;P58;4;9;2;38;16
C12;3;14;1;43;P6;4;2;1;43;109
C12;3;14;1;43;P37;4;2;1;43;30
C12;3;14;1;43;P46;4;14;1;28;36
C12;3;14;1;43;P48;4;9;2;33;64
C12;3;14;1;43;P67;4;9;1;38;24
C12;3;14;1;43;P70;4;6;2;38;44
C44;3;14;1;55;C21;3;14;1;57;190
C44;3;14;1;55;C33;3;14;1;48;165
C44;3;14;1;55;P15;4;4;2;38;50
C44;3;14;1;55;C54;3;14;1;57;120
C44;3;14;1;55;C59;3;5;2;52;53
C44;3;14;1;55;C47;3;13;2;18;55
C44;3;14;1;55;C38;3;13;1;38;83
C44;3;14;1;55;C1;3;4;2;28;71
C44;3;14;1;55;C4;3;4;1;48;61
C44;3;14;1;55;C26;3;14;1;28;114
C44;3;14;1;55;C20;3;13;2;48;77
C44;3;14;1;55;C27;3;11;1;48;80
C44;3;14;1;55;C50;3;9;2;20;62
C44;3;14;1;55;C28;3;2;2;48;57
C44;3;14;1;55;C43;3;6;2;28;43
C44;3;14;1;55;P23;4;6;2;28;43
C44;3;14;1;55;P19;4;2;1;48;52
C44;3;14;1;55;P39;4;14;1;43;57
C44;3;14;1;55;P42;4;6;2;28;18
C44;3;14;1;55;P44;4;11;2;28;26
C44;3;14;1;55;P49;4;14;1;33;89
C44;3;14;1;55;P60;4;14;1;28;64
C44;3;14;1;55;P58;4;9;2;38;17
C44;3;14;1;55;P6;4;2;1;43;54
C44;3;14;1;55;P37;4;2;1;43;29
C44;3;14;1;55;P46;4;14;1;28;35
C44;3;14;1;55;P48;4;9;2;33;71
C44;3;14;1;55;P67;4;9;1;38;13
C44;3;14;1;55;P70;4;6;2;38;32
C45;3;11;1;55;C21;3;14;1;57;78
C45;3;11;1;55;C33;3;14;1;48;97
C45;3;11;1;55;P15;4;4;2;38;49
C45;3;11;1;55;C54;3;14;1;57;67
C45;3;11;1;55;C59;3;5;2;52;55
C45;3;11;1;55;C47;3;13;2;18;44
C45;3;11;1;55;C38;3;13;1;38;77
C45;3;11;1;55;C1;3;4;2;28;65
C45;3;11;1;55;C4;3;4;1;48;42
C45;3;11;1;55;C26;3;14;1;28;53
C45;3;11;1;55;C20;3;13;2;48;59
C45;3;11;1;55;C27;3;11;1;48;77
C45;3;11;1;55;C50;3;9;2;20;52
C45;3;11;1;55;C28;3;2;2;48;48
C45;3;11;1;55;C43;3;6;2;28;35
C45;3;11;1;55;P23;4;6;2;28;23
C45;3;11;1;55;P19;4;2;1;48;25
C45;3;11;1;55;P39;4;14;1;43;25
C45;3;11;1;55;P42;4;6;2;28;20
C45;3;11;1;55;P44;4;11;2;28;27
C45;3;11;1;55;P49;4;14;1;33;54
C45;3;11;1;55;P60;4;14;1;28;43
C45;3;11;1;55;P58;4;9;2;38;11
C45;3;11;1;55;P6;4;2;1;43;43
C45;3;11;1;55;P37;4;2;1;43;25
C45;3;11;1;55;P46;4;14;1;28;32
C45;3;11;1;55;P48;4;9;2;33;50
C45;3;11;1;55;P67;4;9;1;38;9
C45;3;11;1;55;P70;4;6;2;38;23
C21;3;14;1;57;C33;3;14;1;48;167
C21;3;14;1;57;P15;4;4;2;38;123
C21;3;14;1;57;C59;3;5;2;52;78
C21;3;14;1;57;C47;3;13;2;18;82
C21;3;14;1;57;C38;3;13;1;38;75
C21;3;14;1;57;C26;3;14;1;28;147
C21;3;14;1;57;C20;3;13;2;48;135
C21;3;14;1;57;C27;3;11;1;48;95
C21;3;14;1;57;C50;3;9;2;20;115
C21;3;14;1;57;C28;3;2;2;48;82
C21;3;14;1;57;C43;3;6;2;28;57
C21;3;14;1;57;P23;4;6;2;28;62
C21;3;14;1;57;P19;4;2;1;48;47
C21;3;14;1;57;P39;4;14;1;43;92
C21;3;14;1;57;P42;4;6;2;28;25
C21;3;14;1;57;P44;4;11;2;28;34
C21;3;14;1;57;P49;4;14;1;33;67
C21;3;14;1;57;P60;4;14;1;28;55
C21;3;14;1;57;P58;4;9;2;38;27
C21;3;14;1;57;P6;4;2;1;43;99
C21;3;14;1;57;P37;4;2;1;43;48
C21;3;14;1;57;P46;4;14;1;28;31
C21;3;14;1;57;P48;4;9;2;33;59
C21;3;14;1;57;P67;4;9;1;38;18
C21;3;14;1;57;P70;4;6;2;38;40
C33;3;14;1;48;P15;4;4;2;38;96
C33;3;14;1;48;C54;3;14;1;57;119
C33;3;14;1;48;C47;3;13;2;18;58
C33;3;14;1;48;C38;3;13;1;38;71
C33;3;14;1;48;C1;3;4;2;28;114
C33;3;14;1;48;C4;3;4;1;48;83
C33;3;14;1;48;C26;3;14;1;28;184
C33;3;14;1;48;C20;3;13;2;48;69
C33;3;14;1;48;C27;3;11;1;48;131
C33;3;14;1;48;C50;3;9;2;20;105
C33;3;14;1;48;C28;3;2;2;48;87
C33;3;14;1;48;C43;3;6;2;28;40
C33;3;14;1;48;P23;4;6;2;28;45
C33;3;14;1;48;P19;4;2;1;48;51
C33;3;14;1;48;P39;4;14;1;43;62
C33;3;14;1;48;P42;4;6;2;28;67
C33;3;14;1;48;P44;4;11;2;28;59
C33;3;14;1;48;P49;4;14;1;33;137
C33;3;14;1;48;P60;4;14;1;28;84
C33;3;14;1;48;P58;4;9;2;38;18
C33;3;14;1;48;P6;4;2;1;43;85
C33;3;14;1;48;P37;4;2;1;43;31
C33;3;14;1;48;P46;4;14;1;28;96
C33;3;14;1;48;P48;4;9;2;33;118
C33;3;14;1;48;P67;4;9;1;38;27
C33;3;14;1;48;P70;4;6;2;38;41
P15;4;4;2;38;C54;3;14;1;57;92
P15;4;4;2;38;C59;3;5;2;52;67
P15;4;4;2;38;C47;3;13;2;18;33
P15;4;4;2;38;C38;3;13;1;38;38
P15;4;4;2;38;C4;3;4;1;48;114
P15;4;4;2;38;C26;3;14;1;28;73
P15;4;4;2;38;C20;3;13;2;48;28
P15;4;4;2;38;C27;3;11;1;48;43
P15;4;4;2;38;C50;3;9;2;20;75
P15;4;4;2;38;C28;3;2;2;48;36
P15;4;4;2;38;C43;3;6;2;28;25
P15;4;4;2;38;P23;4;6;2;28;185
P15;4;4;2;38;P19;4;2;1;48;105
P15;4;4;2;38;P39;4;14;1;43;223
P15;4;4;2;38;P42;4;6;2;28;72
P15;4;4;2;38;P58;4;9;2;38;62
P15;4;4;2;38;P6;4;2;1;43;372
P15;4;4;2;38;P37;4;2;1;43;116
P15;4;4;2;38;P48;4;9;2;33;205
P15;4;4;2;38;P67;4;9;1;38;68
P15;4;4;2;38;P70;4;6;2;38;115
C54;3;14;1;57;C59;3;5;2;52;141
C54;3;14;1;57;C47;3;13;2;18;81
C54;3;14;1;57;C38;3;13;1;38;75
C54;3;14;1;57;C26;3;14;1;28;88
C54;3;14;1;57;C20;3;13;2;48;66
C54;3;14;1;57;C27;3;11;1;48;59
C54;3;14;1;57;C50;3;9;2;20;138
C54;3;14;1;57;C28;3;2;2;48;58
C54;3;14;1;57;C43;3;6;2;28;53
C54;3;14;1;57;P23;4;6;2;28;58
C54;3;14;1;57;P19;4;2;1;48;49
C54;3;14;1;57;P39;4;14;1;43;78
C54;3;14;1;57;P42;4;6;2;28;30
C54;3;14;1;57;P44;4;11;2;28;20
C54;3;14;1;57;P49;4;14;1;33;58
C54;3;14;1;57;P60;4;14;1;28;39
C54;3;14;1;57;P58;4;9;2;38;21
C54;3;14;1;57;P6;4;2;1;43;108
C54;3;14;1;57;P37;4;2;1;43;47
C54;3;14;1;57;P46;4;14;1;28;20
C54;3;14;1;57;P48;4;9;2;33;63
C54;3;14;1;57;P67;4;9;1;38;21
C54;3;14;1;57;P70;4;6;2;38;45
C59;3;5;2;52;C47;3;13;2;18;65
C59;3;5;2;52;C38;3;13;1;38;49
C59;3;5;2;52;C1;3;4;2;28;70
C59;3;5;2;52;C4;3;4;1;48;98
C59;3;5;2;52;C26;3;14;1;28;56
C59;3;5;2;52;C20;3;13;2;48;49
C59;3;5;2;52;C27;3;11;1;48;42
C59;3;5;2;52;C50;3;9;2;20;84
C59;3;5;2;52;C28;3;2;2;48;43
C59;3;5;2;52;C43;3;6;2;28;42
C59;3;5;2;52;P23;4;6;2;28;44
C59;3;5;2;52;P19;4;2;1;48;28
C59;3;5;2;52;P39;4;14;1;43;45
C59;3;5;2;52;P42;4;6;2;28;25
C59;3;5;2;52;P44;4;11;2;28;18
C59;3;5;2;52;P49;4;14;1;33;37
C59;3;5;2;52;P60;4;14;1;28;28
C59;3;5;2;52;P58;4;9;2;38;27
C59;3;5;2;52;P6;4;2;1;43;69
C59;3;5;2;52;P37;4;2;1;43;30
C59;3;5;2;52;P46;4;14;1;28;21
C59;3;5;2;52;P48;4;9;2;33;43
C59;3;5;2;52;P67;4;9;1;38;11
C59;3;5;2;52;P70;4;6;2;38;43
C47;3;13;2;18;C38;3;13;1;38;76
C47;3;13;2;18;C1;3;4;2;28;68
C47;3;13;2;18;C4;3;4;1;48;87
C47;3;13;2;18;C26;3;14;1;28;33
C47;3;13;2;18;C20;3;13;2;48;56
C47;3;13;2;18;C27;3;11;1;48;45
C47;3;13;2;18;C50;3;9;2;20;55
C47;3;13;2;18;C28;3;2;2;48;43
C47;3;13;2;18;C43;3;6;2;28;39
C47;3;13;2;18;P23;4;6;2;28;29
C47;3;13;2;18;P19;4;2;1;48;19
C47;3;13;2;18;P39;4;14;1;43;66
C47;3;13;2;18;P42;4;6;2;28;18
C47;3;13;2;18;P44;4;11;2;28;10
C47;3;13;2;18;P49;4;14;1;33;14
C47;3;13;2;18;P60;4;14;1;28;14
C47;3;13;2;18;P58;4;9;2;38;41
C47;3;13;2;18;P6;4;2;1;43;65
C47;3;13;2;18;P37;4;2;1;43;38
C47;3;13;2;18;P46;4;14;1;28;10
C47;3;13;2;18;P48;4;9;2;33;28
C47;3;13;2;18;P67;4;9;1;38;22
C47;3;13;2;18;P70;4;6;2;38;26
C38;3;13;1;38;C1;3;4;2;28;106
C38;3;13;1;38;C4;3;4;1;48;68
C38;3;13;1;38;C26;3;14;1;28;54
C38;3;13;1;38;C20;3;13;2;48;50
C38;3;13;1;38;C27;3;11;1;48;64
C38;3;13;1;38;C50;3;9;2;20;59
C38;3;13;1;38;C28;3;2;2;48;46
C38;3;13;1;38;C43;3;6;2;28;36
C38;3;13;1;38;P23;4;6;2;28;23
C38;3;13;1;38;P19;4;2;1;48;19
C38;3;13;1;38;P39;4;14;1;43;42
C38;3;13;1;38;P42;4;6;2;28;31
C38;3;13;1;38;P44;4;11;2;28;19
C38;3;13;1;38;P49;4;14;1;33;26
C38;3;13;1;38;P60;4;14;1;28;21
C38;3;13;1;38;P58;4;9;2;38;19
C38;3;13;1;38;P6;4;2;1;43;50
C38;3;13;1;38;P37;4;2;1;43;22
C38;3;13;1;38;P46;4;14;1;28;17
C38;3;13;1;38;P48;4;9;2;33;38
C38;3;13;1;38;P67;4;9;1;38;20
C38;3;13;1;38;P70;4;6;2;38;12
C1;3;4;2;28;C26;3;14;1;28;82
C1;3;4;2;28;C20;3;13;2;48;63
C1;3;4;2;28;C27;3;11;1;48;80
C1;3;4;2;28;C50;3;9;2;20;84
C1;3;4;2;28;C28;3;2;2;48;88
C1;3;4;2;28;C43;3;6;2;28;37
C1;3;4;2;28;P23;4;6;2;28;56
C1;3;4;2;28;P19;4;2;1;48;33
C1;3;4;2;28;P39;4;14;1;43;50
C1;3;4;2;28;P42;4;6;2;28;30
C1;3;4;2;28;P58;4;9;2;38;30
C1;3;4;2;28;P6;4;2;1;43;129
C1;3;4;2;28;P37;4;2;1;43;39
C1;3;4;2;28;P48;4;9;2;33;98
C1;3;4;2;28;P67;4;9;1;38;24
C1;3;4;2;28;P70;4;6;2;38;41
C4;3;4;1;48;C26;3;14;1;28;57
C4;3;4;1;48;C20;3;13;2;48;63
C4;3;4;1;48;C27;3;11;1;48;56
C4;3;4;1;48;C50;3;9;2;20;98
C4;3;4;1;48;C28;3;2;2;48;57
C4;3;4;1;48;C43;3;6;2;28;35
C4;3;4;1;48;P23;4;6;2;28;44
C4;3;4;1;48;P19;4;2;1;48;22
C4;3;4;1;48;P39;4;14;1;43;59
C4;3;4;1;48;P42;4;6;2;28;17
C4;3;4;1;48;P44;4;11;2;28;25
C4;3;4;1;48;P49;4;14;1;33;25
C4;3;4;1;48;P60;4;14;1;28;23
C4;3;4;1;48;P58;4;9;2;38;49
C4;3;4;1;48;P6;4;2;1;43;125
C4;3;4;1;48;P37;4;2;1;43;48
C4;3;4;1;48;P46;4;14;1;28;11
C4;3;4;1;48;P48;4;9;2;33;42
C4;3;4;1;48;P67;4;9;1;38;34
C4;3;4;1;48;P70;4;6;2;38;45
C26;3;14;1;28;C20;3;13;2;48;38
C26;3;14;1;28;C27;3;11;1;48;95
C26;3;14;1;28;C50;3;9;2;20;108
C26;3;14;1;28;C28;3;2;2;48;51
C26;3;14;1;28;C43;3;6;2;28;33
C26;3;14;1;28;P23;4;6;2;28;34
C26;3;14;1;28;P19;4;2;1;48;44
C26;3;14;1;28;P39;4;14;1;43;45
C26;3;14;1;28;P42;4;6;2;28;49
C26;3;14;1;28;P44;4;11;2;28;27
C26;3;14;1;28;P49;4;14;1;33;102
C26;3;14;1;28;P60;4;14;1;28;52
C26;3;14;1;28;P58;4;9;2;38;14
C26;3;14;1;28;P6;4;2;1;43;52
C26;3;14;1;28;P37;4;2;1;43;23
C26;3;14;1;28;P46;4;14;1;28;37
C26;3;14;1;28;P48;4;9;2;33;84
C26;3;14;1;28;P67;4;9;1;38;10
C26;3;14;1;28;P70;4;6;2;38;23
C20;3;13;2;48;C27;3;11;1;48;60
C20;3;13;2;48;C50;3;9;2;20;49
C20;3;13;2;48;C28;3;2;2;48;48
C20;3;13;2;48;C43;3;6;2;28;44
C20;3;13;2;48;P23;4;6;2;28;24
C20;3;13;2;48;P19;4;2;1;48;23
C20;3;13;2;48;P39;4;14;1;43;41
C20;3;13;2;48;P42;4;6;2;28;17
C20;3;13;2;48;P44;4;11;2;28;24
C20;3;13;2;48;P49;4;14;1;33;22
C20;3;13;2;48;P60;4;14;1;28;23
C20;3;13;2;48;P58;4;9;2;38;25
C20;3;13;2;48;P6;4;2;1;43;45
C20;3;13;2;48;P37;4;2;1;43;30
C20;3;13;2;48;P46;4;14;1;28;29
C20;3;13;2;48;P48;4;9;2;33;22
C20;3;13;2;48;P67;4;9;1;38;12
C20;3;13;2;48;P70;4;6;2;38;21
C27;3;11;1;48;C50;3;9;2;20;38
C27;3;11;1;48;C28;3;2;2;48;72
C27;3;11;1;48;C43;3;6;2;28;28
C27;3;11;1;48;P23;4;6;2;28;27
C27;3;11;1;48;P19;4;2;1;48;28
C27;3;11;1;48;P39;4;14;1;43;26
C27;3;11;1;48;P42;4;6;2;28;42
C27;3;11;1;48;P44;4;11;2;28;39
C27;3;11;1;48;P49;4;14;1;33;58
C27;3;11;1;48;P60;4;14;1;28;30
C27;3;11;1;48;P58;4;9;2;38;15
C27;3;11;1;48;P6;4;2;1;43;48
C27;3;11;1;48;P37;4;2;1;43;20
C27;3;11;1;48;P46;4;14;1;28;43
C27;3;11;1;48;P48;4;9;2;33;62
C27;3;11;1;48;P67;4;9;1;38;12
C27;3;11;1;48;P70;4;6;2;38;23
C50;3;9;2;20;C28;3;2;2;48;37
C50;3;9;2;20;C43;3;6;2;28;38
C50;3;9;2;20;P19;4;2;1;48;15
C50;3;9;2;20;P42;4;6;2;28;26
C50;3;9;2;20;P44;4;11;2;28;20
C50;3;9;2;20;P49;4;14;1;33;39
C50;3;9;2;20;P60;4;14;1;28;37
C50;3;9;2;20;P58;4;9;2;38;27
C50;3;9;2;20;P37;4;2;1;43;35
C50;3;9;2;20;P46;4;14;1;28;26
C50;3;9;2;20;P48;4;9;2;33;60
C50;3;9;2;20;P67;4;9;1;38;16
C50;3;9;2;20;P70;4;6;2;38;38
C28;3;2;2;48;C43;3;6;2;28;26
C28;3;2;2;48;P23;4;6;2;28;36
C28;3;2;2;48;P19;4;2;1;48;24
C28;3;2;2;48;P39;4;14;1;43;26
C28;3;2;2;48;P42;4;6;2;28;18
C28;3;2;2;48;P44;4;11;2;28;21
C28;3;2;2;48;P49;4;14;1;33;49
C28;3;2;2;48;P60;4;14;1;28;35
C28;3;2;2;48;P58;4;9;2;38;12
C28;3;2;2;48;P6;4;2;1;43;44
C28;3;2;2;48;P37;4;2;1;43;34
C28;3;2;2;48;P46;4;14;1;28;23
C28;3;2;2;48;P48;4;9;2;33;56
C28;3;2;2;48;P67;4;9;1;38;5
C28;3;2;2;48;P70;4;6;2;38;27
C43;3;6;2;28;P23;4;6;2;28;22
C43;3;6;2;28;P19;4;2;1;48;13
C43;3;6;2;28;P39;4;14;1;43;23
C43;3;6;2;28;P42;4;6;2;28;9
C43;3;6;2;28;P44;4;11;2;28;11
C43;3;6;2;28;P49;4;14;1;33;12
C43;3;6;2;28;P60;4;14;1;28;10
C43;3;6;2;28;P58;4;9;2;38;16
C43;3;6;2;28;P6;4;2;1;43;25
C43;3;6;2;28;P37;4;2;1;43;21
C43;3;6;2;28;P46;4;14;1;28;12
C43;3;6;2;28;P48;4;9;2;33;13
C43;3;6;2;28;P67;4;9;1;38;8
C43;3;6;2;28;P70;4;6;2;38;14
P23;4;6;2;28;P19;4;2;1;48;117
P23;4;6;2;28;P44;4;11;2;28;52
P23;4;6;2;28;P49;4;14;1;33;116
P23;4;6;2;28;P58;4;9;2;38;46
P23;4;6;2;28;P37;4;2;1;43;105
P23;4;6;2;28;P46;4;14;1;28;81
P23;4;6;2;28;P67;4;9;1;38;52
P23;4;6;2;28;P70;4;6;2;38;138
P19;4;2;1;48;P42;4;6;2;28;67
P19;4;2;1;48;P44;4;11;2;28;67
P19;4;2;1;48;P58;4;9;2;38;23
P19;4;2;1;48;P6;4;2;1;43;106
P19;4;2;1;48;P37;4;2;1;43;68
P19;4;2;1;48;P46;4;14;1;28;82
P19;4;2;1;48;P48;4;9;2;33;108
P19;4;2;1;48;P67;4;9;1;38;42
P19;4;2;1;48;P70;4;6;2;38;71
P39;4;14;1;43;P42;4;6;2;28;94
P39;4;14;1;43;P44;4;11;2;28;63
P39;4;14;1;43;P58;4;9;2;38;94
P39;4;14;1;43;P37;4;2;1;43;186
P39;4;14;1;43;P48;4;9;2;33;162
P39;4;14;1;43;P67;4;9;1;38;85
P39;4;14;1;43;P70;4;6;2;38;142
P42;4;6;2;28;P44;4;11;2;28;97
P42;4;6;2;28;P49;4;14;1;33;146
P42;4;6;2;28;P58;4;9;2;38;38
P42;4;6;2;28;P6;4;2;1;43;77
P42;4;6;2;28;P37;4;2;1;43;53
P42;4;6;2;28;P46;4;14;1;28;101
P42;4;6;2;28;P67;4;9;1;38;24
P42;4;6;2;28;P70;4;6;2;38;68
P44;4;11;2;28;P58;4;9;2;38;28
P44;4;11;2;28;P6;4;2;1;43;68
P44;4;11;2;28;P37;4;2;1;43;46
P44;4;11;2;28;P48;4;9;2;33;116
P44;4;11;2;28;P67;4;9;1;38;30
P44;4;11;2;28;P70;4;6;2;38;66
P49;4;14;1;33;P58;4;9;2;38;44
P49;4;14;1;33;P6;4;2;1;43;127
P49;4;14;1;33;P37;4;2;1;43;67
P49;4;14;1;33;P48;4;9;2;33;257
P49;4;14;1;33;P67;4;9;1;38;41
P49;4;14;1;33;P70;4;6;2;38;116
P60;4;14;1;28;P58;4;9;2;38;45
P60;4;14;1;28;P6;4;2;1;43;100
P60;4;14;1;28;P37;4;2;1;43;49
P60;4;14;1;28;P67;4;9;1;38;39
P60;4;14;1;28;P70;4;6;2;38;98
P58;4;9;2;38;P6;4;2;1;43;65
P58;4;9;2;38;P37;4;2;1;43;66
P58;4;9;2;38;P46;4;14;1;28;32
P58;4;9;2;38;P48;4;9;2;33;71
P58;4;9;2;38;P67;4;9;1;38;37
P58;4;9;2;38;P70;4;6;2;38;57
P6;4;2;1;43;P37;4;2;1;43;155
P6;4;2;1;43;P46;4;14;1;28;88
P6;4;2;1;43;P48;4;9;2;33;153
P6;4;2;1;43;P67;4;9;1;38;86
P37;4;2;1;43;P46;4;14;1;28;43
P37;4;2;1;43;P48;4;9;2;33;75
P37;4;2;1;43;P67;4;9;1;38;52
P37;4;2;1;43;P70;4;6;2;38;124
P46;4;14;1;28;P48;4;9;2;33;176
P46;4;14;1;28;P67;4;9;1;38;39
P46;4;14;1;28;P70;4;6;2;38;67
P48;4;9;2;33;P67;4;9;1;38;56
P48;4;9;2;33;P70;4;6;2;38;120
P67;4;9;1;38;P70;4;6;2;38;63
A4;1;3;2;38;A6;1;3;1;43;530
A4;1;3;2;38;B11;2;2;1;43;152
A4;1;3;2;38;B13;2;12;2;62;216
A4;1;3;2;38;B24;2;11;1;57;209
A11;1;3;1;62;A6;1;3;1;43;634
A11;1;3;1;62;B2;2;3;2;57;248
A10;1;3;1;38;A23;1;6;2;33;85
A6;1;3;1;43;A23;1;6;2;33;57
A6;1;3;1;43;B11;2;2;1;43;121
A6;1;3;1;43;B13;2;12;2;62;135
A6;1;3;1;43;B24;2;11;1;57;198
A23;1;6;2;33;B2;2;3;2;57;64
A23;1;6;2;33;B4;2;10;1;52;153
A23;1;6;2;33;B11;2;2;1;43;32
A23;1;6;2;33;B13;2;12;2;62;26
A23;1;6;2;33;B24;2;11;1;57;79
A23;1;6;2;33;B32;2;6;1;38;62
B2;2;3;2;57;B11;2;2;1;43;198
B2;2;3;2;57;B24;2;11;1;57;163
B2;2;3;2;57;B32;2;6;1;38;120
B4;2;10;1;52;B11;2;2;1;43;469
B4;2;10;1;52;B24;2;11;1;57;528
A17;1;2;1;62;C15;3;6;1;33;73
A17;1;2;1;62;C8;3;2;2;48;114
A17;1;2;1;62;A18;1;4;1;38;339
C15;3;6;1;33;C9;3;6;1;48;149
C15;3;6;1;33;A18;1;4;1;38;44
C15;3;6;1;33;A6;1;3;1;43;64
C8;3;2;2;48;C9;3;6;1;48;134
C8;3;2;2;48;A18;1;4;1;38;60
C8;3;2;2;48;A6;1;3;1;43;96
C8;3;2;2;48;A2;1;3;1;43;157
C9;3;6;1;48;A18;1;4;1;38;84
A18;1;4;1;38;A2;1;3;1;43;339
P15;4;4;2;38;B2;2;3;2;57;127
P15;4;4;2;38;B9;2;1;1;48;85
P15;4;4;2;38;B21;2;12;1;67;68
P15;4;4;2;38;B20;2;8;1;43;42
A5;1;3;1;43;B11;2;2;1;43;160
A5;1;3;1;43;B12;2;2;1;38;106
A5;1;3;1;43;B22;2;2;1;67;30
A5;1;3;1;43;B24;2;11;1;57;162
A5;1;3;1;43;P4;4;4;1;38;228
A5;1;3;1;43;P10;4;4;2;65;79
A5;1;3;1;43;P23;4;6;2;28;166
A13;1;1;1;28;B14;2;2;1;62;81
A13;1;1;1;28;B22;2;2;1;67;25
A13;1;1;1;28;B24;2;11;1;57;140
A13;1;1;1;28;B25;2;6;1;38;79
A13;1;1;1;28;B29;2;2;1;62;57
A13;1;1;1;28;B32;2;6;1;38;137
A13;1;1;1;28;P6;4;2;1;43;121
A13;1;1;1;28;P23;4;6;2;28;100
A13;1;1;1;28;P33;4;9;1;43;74
A15;1;14;2;33;B11;2;2;1;43;196
A15;1;14;2;33;B13;2;12;2;62;282
A15;1;14;2;33;B22;2;2;1;67;41
A15;1;14;2;33;B25;2;6;1;38;126
A15;1;14;2;33;B26;2;13;1;57;146
A15;1;14;2;33;B29;2;2;1;62;82
A15;1;14;2;33;P4;4;4;1;38;183
A17;1;2;1;62;B10;2;2;1;67;251
A17;1;2;1;62;B11;2;2;1;43;173
A17;1;2;1;62;B13;2;12;2;62;177
A17;1;2;1;62;B14;2;2;1;62;123
A17;1;2;1;62;B22;2;2;1;67;54
A17;1;2;1;62;B24;2;11;1;57;122
A17;1;2;1;62;B25;2;6;1;38;63
A17;1;2;1;62;B26;2;13;1;57;104
A17;1;2;1;62;B29;2;2;1;62;91
A17;1;2;1;62;B32;2;6;1;38;115
A17;1;2;1;62;P6;4;2;1;43;187
A17;1;2;1;62;P10;4;4;2;65;62
A17;1;2;1;62;P16;4;7;1;33;86
A17;1;2;1;62;P23;4;6;2;28;143
B4;2;10;1;52;B12;2;2;1;38;426
B4;2;10;1;52;B22;2;2;1;67;80
B4;2;10;1;52;B25;2;6;1;38;218
B4;2;10;1;52;B26;2;13;1;57;312
B4;2;10;1;52;P6;4;2;1;43;329
B4;2;10;1;52;P10;4;4;2;65;115
B4;2;10;1;52;P33;4;9;1;43;176
B10;2;2;1;67;P6;4;2;1;43;191
B10;2;2;1;67;P10;4;4;2;65;49
B10;2;2;1;67;P33;4;9;1;43;190
B11;2;2;1;43;P6;4;2;1;43;121
B11;2;2;1;43;P10;4;4;2;65;45
B11;2;2;1;43;P23;4;6;2;28;88
B11;2;2;1;43;P33;4;9;1;43;128
B12;2;2;1;38;P6;4;2;1;43;110
B12;2;2;1;38;P10;4;4;2;65;31
B12;2;2;1;38;P23;4;6;2;28;59
B12;2;2;1;38;P33;4;9;1;43;110
B13;2;12;2;62;P6;4;2;1;43;123
B13;2;12;2;62;P10;4;4;2;65;28
B13;2;12;2;62;P23;4;6;2;28;66
B14;2;2;1;62;P6;4;2;1;43;110
B14;2;2;1;62;P10;4;4;2;65;25
B14;2;2;1;62;P16;4;7;1;33;114
B14;2;2;1;62;P23;4;6;2;28;54
B22;2;2;1;67;P6;4;2;1;43;30
B22;2;2;1;67;P10;4;4;2;65;14
B22;2;2;1;67;P16;4;7;1;33;35
B22;2;2;1;67;P23;4;6;2;28;25
B22;2;2;1;67;P33;4;9;1;43;33
B24;2;11;1;57;P6;4;2;1;43;124
B24;2;11;1;57;P10;4;4;2;65;51
B24;2;11;1;57;P16;4;7;1;33;319
